Frontside,Flipside,Category,Level
utilitarian,"کاربردی





functional : practical






Like many factories, it's a very ugly utilitarian building.",,0
factories,کارخانه,,0
ugly,"زشت, کریه, بی قواره, ترسناک, مهیب, بد منظر",,0
utterly,"کاملا






completely





You look utterly miserable.

adverb [+adj/adverb]",,0
vagary,uncertainty,,0
vaguely,"مبهم






slightly





I vaguely remember a woman in a red dress standing outside the door.",,0
vanish,"ناپدید شدن







disappear





My keys were here a minute ago but now they’ve vanished.",,0
variability,"تغییرپذیری







: tendency to change





Expect variable cloudiness and fog tomorrow.",,0
variation,"تفاوت







difference





White bread is really just a variation of French bread.",,0
varied,"مختلف






different





The responsibilities of government are many, and they are varied.",,0
vast,"وسیع






extended: extensive: immense: large number: huge






The refugees come across the border in vast numbers.",,0
vehicle,"روش






means: method: way; formal something you use to express and spread your ideas, opinions etc SYN medium






‘Eastern Eye’ is an important vehicle for Black British opinion.",,0
versatile,"همه کاره-تطبیق پذیر






adaptable: competent /all-around






a more versatile workforce",,0
via,"به وسیله ی






by means of: by the way of






We flew to Athens via Paris.",,0
viability,"زیست پذیری-قابیلت زیست






ability to exist






the long-term economic viability of the company",,0
vial,"شیشه کوچک دارو






bottle





a very small bottle used for medicine, perfume etc",,0
vibrant,"پر جنب و جوش






vivid






Hong Kong is a vibrant, fascinating city.",,0
vicinity,"نزدیکى ،مجاورت ،همسایگى






neighborhood





There is no hospital in the immediate vicinity",,0
vigor,"قدرت ،نیرومندى،نیرو،انرژى ،توان






energy





She attacked both parties with equal vigor.

n [uncountable] , BE:vigour",,0
vigorous,"نیرومند،زورمند،قوى ،شدید







active: energetic: strong





According to a recent survey, a quarter of people over twelve get no vigorous exercise at all.",,0
virtually,"واقعاً، تقریباً






nearly: almost: nearly: actually: in fact





Virtually all the children come to school by bus.",,0
virtue,"تقوا،پرهیزکارى ،پاکدامنى، شایستگی






merit





Women have often been used as symbols of virtue and nobility.",,0
visual barrier,"مانع بصری







obstacle to view",,0
vital,"حیاتى ،وابسته بزندگى ،واجب ،اساسى






critical: essential





In this job, the ability to remain calm is vital.",,0
calm,آرامش,,0
vivid,"روشن، سرزنده، واضح





bright






One of my most vivid memories is of my first day at school.",,0
volume,"تعداد میزان ،مقدار







quantity





The volume of traffic on the roads has increased dramatically in recent years. the volume of trade",,0
vulnerable,"آسیب پذیر، حساس، ضعیف






open to attack: open to break: susceptible: weak





We work mainly with the elderly and other vulnerable groups.",,0
wanting,"ناکافی، فاقد






inadequate





Students were certainly not wanting in enthusiasm.",,0
warrant,"گواهى کردن ،تضمین کردن، تعهد کردن






authorize: justify





The Author hereby warrants that the Publisher is the owner of the copyright.",,0
wary,"بسیار محتاط،با ملاحظه ،هشیار







cautious





We must teach children to be wary of strangers.",,0
whatever,"هرچه ،هر انچه ،هر قدر،هر چه






in any case





He’ll be ready to accept whatever help he can get.

determiner, pronoun",,0
whereas,"در حالیکه ،درحقیقت ، با این حال





however






The old system was fairly complicated whereas the new system is really very simple.",,0
whereby,"که به موجب آن، نظر به این که ،به وسیله آن






through a process in which





a system whereby people could vote by telephone",,0
while,"در حالی که، با اینکه





although




1)conjunction:They arrived while we were having dinner. 2)noun: After a while he got the point that it was permanent.


Part of speech:
1)conjunction:during the time that something is happening 2)noun: a period of time. 3)verb: while away the hours/evening/days etc",,0
whole,"تمام






entire





You have your whole life ahead of you!",,0
wholly,"کاملا





completely





a wholly satisfactory solution",,0
wield,"به کاربردن، خوب استفاده کردن







exert






wield power/influence/authority =The Church wields immense power in Ireland.",,0
